customer_id,probability_score,prediction
100000,0.1547076262060465,0
100001,0.2325718269118172,0
100002,0.582734004436501,1
100003,0.4370340296168917,0
100004,0.5790715791001917,1
100005,0.247275212581863,0
100006,0.156246652040192,0
100007,0.3414003121661261,0
100008,0.0866804926371073,0
100009,0.2977524359082078,0
100010,0.2379581733079516,0
100011,0.2336347384831066,0
100012,0.3910976349864928,0
100013,0.2350463794613741,0
100014,0.1752071213170796,0
100015,0.3045006027605785,0
100016,0.2987199307870974,0
100017,0.1794346690918112,0
100018,0.7082888006558588,1
100019,0.4729358741423489,1
100020,0.6239051086682739,1
100021,0.8031419202228591,1
100022,0.3033987121945258,0
100023,0.1513506406988244,0
100024,0.5100891623676584,1
100025,0.1724738360717599,0
100026,0.1499407041576403,0
100027,0.7091912291872551,1
100028,0.0968196024170736,0
100029,0.5890583306710511,1
100030,0.6553788957527817,1
100031,0.4855181171950713,1
100032,0.2894553465028682,0
100033,0.3420562244639163,0
100034,0.1257605045274535,0
100035,0.4466491900357785,0
100036,0.1794410032217325,0
100037,0.3085537235693455,0
100038,0.1718517601541135,0
100039,0.4089981021992771,0
100040,0.3340798230210302,0
100041,0.1372284077064064,0
100042,0.8066581881772501,1
100043,0.5332486456366282,1
100044,0.1834088745053528,0
100045,0.3723878912826573,0
100046,0.2484246014608183,0
100047,0.7333520544151015,1
100048,0.1799074439532957,0
100049,0.1828089504880868,0
100050,0.3753149264246637,0
100051,0.1366056075470247,0
100052,0.9267284871432808,1
100053,0.5622983447464656,1
100054,0.2120287012761959,0
100055,0.6329180411833359,1
100056,0.1737245991285592,0
100057,0.2630149757786592,0
100058,0.1268069989215012,0
100059,0.2097016261483475,0
100060,0.8179477231914136,1
100061,0.1702614308351211,0
100062,0.0711705916739725,0
100063,0.6815086474872627,1
100064,0.28436208242965,0
100065,0.2617257918184595,0
100066,0.0843149450404526,0
100067,0.1361370596406186,0
100068,0.4116468862028554,0
100069,0.259219658185237,0
100070,0.1420708724012636,0
100071,0.8594088128578804,1
100072,0.3051907809557679,0
100073,0.1536675901356313,0
100074,0.465976391859033,1
100075,0.290658238017427,0
100076,0.2456863194125968,0
100077,0.2543028652254132,0
100078,0.3896919574102579,0
100079,0.0886018337404024,0
100080,0.7131156815550306,1
100081,0.8347797190012246,1
100082,0.058014730991388,0
100083,0.72097224427916,1
100084,0.3494656087766389,0
100085,0.2905872576826125,0
100086,0.5524081315162132,1
100087,0.4880137416966382,1
100088,0.329643112570778,0
100089,0.2720368055864247,0
100090,0.5210086096849925,1
100091,0.0975836755087787,0
100092,0.2059629254656844,0
100093,0.2357441514314696,0
100094,0.2222037383193217,0
100095,0.2453808098640577,0
100096,0.3572285458002297,0
100097,0.1377997419289606,0
100098,0.3409770481176619,0
100099,0.5038237381218366,1
100100,0.768627002812996,1
100101,0.2186910801254495,0
100102,0.3232752094509136,0
100103,0.5698524110395747,1
100104,0.0865611107524346,0
100105,0.0932124128861463,0
100106,0.1087744591333834,0
100107,0.2964286485028645,0
100108,0.1764249170798137,0
100109,0.1646308372063031,0
100110,0.3893568797067547,0
100111,0.2346138614566926,0
100112,0.3104067283222797,0
100113,0.5775792491599427,1
100114,0.7112038707574879,1
100115,0.2347392262140102,0
100116,0.2549937080348895,0
100117,0.307681335975991,0
100118,0.4702765564855428,1
100119,0.6397849871838942,1
100120,0.1441453693923011,0
100121,0.1121839700483934,0
100122,0.1066906494875216,0
100123,0.2447928074478816,0
100124,0.1438416682241469,0
100125,0.165316318023818,0
100126,0.8036453169108873,1
100127,0.0749180277985245,0
100128,0.2925920849291937,0
100129,0.2617542418583891,0
100130,0.1023494394483063,0
100131,0.5987476655292431,1
100132,0.2990020201528923,0
100133,0.2442443629348157,0
100134,0.4527920705692012,1
100135,0.2448808118924844,0
100136,0.18887643270662,0
100137,0.2014464150997539,0
100138,0.2561074392000154,0
100139,0.4718846458865693,1
100140,0.2277917059856235,0
100141,0.670536609788624,1
100142,0.521616402406378,1
100143,0.3072033824360745,0
100144,0.2940201818150146,0
100145,0.6755015789449355,1
100146,0.595383125773649,1
100147,0.2852728684082176,0
100148,0.2178454554992185,0
100149,0.7752627908622763,1
100150,0.2633550824487256,0
100151,0.1413740263570366,0
100152,0.4918641372121144,1
100153,0.0676898758848926,0
100154,0.7048528746713016,1
100155,0.400466467733067,0
100156,0.1676383576814363,0
100157,0.5421523503064816,1
100158,0.1356704691545639,0
100159,0.1437854234308903,0
100160,0.3698257776665342,0
100161,0.2471284795483901,0
100162,0.2607029903452115,0
100163,0.5936544682669164,1
100164,0.2186153895383137,0
100165,0.5148515763356336,1
100166,0.8251834571209814,1
100167,0.8086462465906743,1
100168,0.1412174584640978,0
100169,0.0708567187154237,0
100170,0.1611405439477963,0
100171,0.6060647327049298,1
100172,0.2534809720784184,0
100173,0.4137580545872886,0
100174,0.5895581445524107,1
100175,0.2238457888239349,0
100176,0.3911887331354785,0
100177,0.182826172812351,0
100178,0.0904530556000615,0
100179,0.1587051718874109,0
100180,0.3805048502573123,0
100181,0.2224003944712912,0
100182,0.42769529828367,0
100183,0.1847984109657332,0
100184,0.6613377956724641,1
100185,0.2711011881688432,0
100186,0.1294588009054141,0
100187,0.4732771758430051,1
100188,0.3271189734790479,0
100189,0.2752110963142639,0
100190,0.1402842959613389,0
100191,0.2612276930361718,0
100192,0.6850781905241694,1
100193,0.5868032618206385,1
100194,0.2968134632443649,0
100195,0.0956504642786507,0
100196,0.8195381889674958,1
100197,0.7900411665196522,1
100198,0.2339834651916832,0
100199,0.1556079073885878,0
100200,0.5620334785532675,1
100201,0.0756600029104818,0
100202,0.0870139547641796,0
100203,0.5851534281422646,1
100204,0.0926740311304338,0
100205,0.0975931687377357,0
100206,0.7931476826286513,1
100207,0.2067888316386751,0
100208,0.5700411588394815,1
100209,0.432507877187318,0
100210,0.3233333507375723,0
100211,0.1377104181301979,0
100212,0.1728236892767801,0
100213,0.2189789738130186,0
100214,0.5921403873617244,1
100215,0.1170480049291697,0
100216,0.3352524511845508,0
100217,0.7950832231531524,1
100218,0.1762924427140721,0
100219,0.1119711894719295,0
100220,0.6998456955065793,1
100221,0.1159601643616165,0
100222,0.4866569678274485,1
100223,0.3855069681874628,0
100224,0.2659723891834817,0
100225,0.2057648167177866,0
100226,0.6432499317517498,1
100227,0.1236234338206775,0
100228,0.3319257240365888,0
100229,0.1605659658178377,0
100230,0.4446219847468057,0
100231,0.6444782999493117,1
100232,0.0954974923111459,0
100233,0.2021317694167087,0
100234,0.1616420772211755,0
100235,0.3949637034350293,0
100236,0.4526980139547328,1
100237,0.4919255225532514,1
100238,0.3728648219269913,0
100239,0.4655948146293632,1
100240,0.6435579582507798,1
100241,0.0714819425997265,0
100242,0.4571813220776236,1
100243,0.2149379500382455,0
100244,0.3192115671589626,0
100245,0.4197061371603743,0
100246,0.3745614930173644,0
100247,0.2659669497587559,0
100248,0.2725080784535154,0
100249,0.1865016810199674,0
100250,0.5227916661182379,1
100251,0.284138670029502,0
100252,0.0766654368112413,0
100253,0.3057949998933741,0
100254,0.2327889496555522,0
100255,0.1174385233498187,0
100256,0.3193138302812391,0
100257,0.4220463105139939,0
100258,0.4478285120342277,0
100259,0.149194199721712,0
100260,0.7238183650931596,1
100261,0.2378000177414351,0
100262,0.4613734536295781,1
100263,0.2214206079961587,0
100264,0.4807059361606988,1
100265,0.7892532937340645,1
100266,0.5619598857397288,1
100267,0.4760636660139772,1
100268,0.1711270424806948,0
100269,0.4172811133773501,0
100270,0.2764991614931937,0
100271,0.8005308795670926,1
100272,0.1095526055855707,0
100273,0.2746356578433166,0
100274,0.7900840024668755,1
100275,0.3670369387576223,0
100276,0.2166272805938123,0
100277,0.2399975340572472,0
100278,0.370875385716702,0
100279,0.1610746661490205,0
100280,0.4111128773786438,0
100281,0.1959815278765208,0
100282,0.1631773645667133,0
100283,0.1847354687386039,0
100284,0.545925848816581,1
100285,0.3154110213412555,0
100286,0.5071978697722054,1
100287,0.4043217824501161,0
100288,0.4256461531612304,0
100289,0.4527146922165862,1
100290,0.5671558315376102,1
100291,0.3184453256753964,0
100292,0.337444258440512,0
100293,0.5654356692689944,1
100294,0.7168989624359383,1
100295,0.4194692773709984,0
100296,0.5555894247820405,1
100297,0.0875356646386994,0
100298,0.074278932936429,0
100299,0.107399809695342,0
100300,0.2875990638742363,0
100301,0.3944291800098579,0
100302,0.6497759331472077,1
100303,0.2672922768355588,0
100304,0.2234716455339743,0
100305,0.6583606060832233,1
100306,0.0989373135530612,0
100307,0.2462867540268837,0
100308,0.1631790630633349,0
100309,0.1891405505831681,0
100310,0.404130449851192,0
100311,0.3718992134297743,0
100312,0.5002336744296128,1
100313,0.111634285773139,0
100314,0.3470148149372812,0
100315,0.6703083126290326,1
100316,0.2419096621590133,0
100317,0.6521364745212335,1
100318,0.8522104498125204,1
100319,0.1869596128726072,0
100320,0.3627738060026089,0
100321,0.3027787387242082,0
100322,0.726865873558132,1
100323,0.3946304040412513,0
100324,0.5200246555270468,1
100325,0.6462725954827448,1
100326,0.3949096874732695,0
100327,0.2706796201608218,0
100328,0.2409882432759686,0
100329,0.151268077454766,0
100330,0.2180630960477117,0
100331,0.2874756104499872,0
100332,0.3863537914069455,0
100333,0.7134234578863397,1
100334,0.0915468462318127,0
100335,0.4172642248660472,0
100336,0.1374737134104427,0
100337,0.3883517578944197,0
100338,0.1112285556842334,0
100339,0.887925759113539,1
100340,0.799313474800212,1
100341,0.1797369150050664,0
100342,0.0589057985938052,0
100343,0.4364728851591976,0
100344,0.2451077218660347,0
100345,0.5060450066783351,1
100346,0.3367608427075701,0
100347,0.297542643392151,0
100348,0.9202642519835058,1
100349,0.2382635634859361,0
100350,0.4542112637770003,1
100351,0.132936298975772,0
100352,0.1164163893915619,0
100353,0.2580840221733303,0
100354,0.4184644048925172,0
100355,0.7896500581659585,1
100356,0.4886829665954423,1
100357,0.4607616180916124,1
100358,0.1504624352769571,0
100359,0.4081526933902497,0
100360,0.3232055407036677,0
100361,0.0809837206330482,0
100362,0.6546379695879808,1
100363,0.1829859915915205,0
100364,0.8419439028427471,1
100365,0.3092501843765154,0
100366,0.2962843496695665,0
100367,0.3906456643825973,0
100368,0.8287199668964528,1
100369,0.449257171406257,0
100370,0.6705604930917463,1
100371,0.2086015520194254,0
100372,0.1796280907053546,0
100373,0.1388833945235276,0
100374,0.3483228816730508,0
100375,0.6631933296632988,1
100376,0.8560073954254056,1
100377,0.2842555854646871,0
100378,0.2684333229456329,0
100379,0.2874655100779535,0
100380,0.9321154732258702,1
100381,0.4189689148462053,0
100382,0.3545324615903834,0
100383,0.2108023197083285,0
100384,0.2791256983579525,0
100385,0.3084176336019401,0
100386,0.4267719331349927,0
100387,0.3114735616840827,0
100388,0.2130555805443652,0
100389,0.6331960663263313,1
100390,0.4370879324985397,0
100391,0.0826674642260399,0
100392,0.1579101377002758,0
100393,0.4170099789829832,0
100394,0.6778771983063689,1
100395,0.2672504157915318,0
100396,0.3191714219363941,0
100397,0.2270065621715086,0
100398,0.6442042692922291,1
100399,0.2158531084408931,0
100400,0.1619687036149781,0
100401,0.3317776584278912,0
100402,0.2463881475510152,0
100403,0.665745562437847,1
100404,0.2955804206201752,0
100405,0.4473648122002079,0
100406,0.1602212393711576,0
100407,0.253954141396386,0
100408,0.4217295908056927,0
100409,0.1505638743894661,0
100410,0.2293131869999122,0
100411,0.2141993549176961,0
100412,0.2154723530015247,0
100413,0.2441007269555544,0
100414,0.2047990553716085,0
100415,0.5080683422604652,1
100416,0.7012701883474316,1
100417,0.5096423083788251,1
100418,0.2615621177320077,0
100419,0.7040482426794898,1
100420,0.528664081741091,1
100421,0.6324914995881197,1
100422,0.1955605858256492,0
100423,0.4367400524995288,0
100424,0.4881930220553566,1
100425,0.1884985908205558,0
100426,0.7350649949845592,1
100427,0.4186225736644392,0
100428,0.1137638816242142,0
100429,0.3907739887615089,0
100430,0.4134380712325177,0
100431,0.1137411067902538,0
100432,0.3851729228011718,0
100433,0.1098322964071664,0
100434,0.2880596689651905,0
100435,0.2487021348236127,0
100436,0.7071696265078712,1
100437,0.7027430853791619,1
100438,0.3627399843085234,0
100439,0.4444164987413256,0
100440,0.1050402131870915,0
100441,0.3311795635867513,0
100442,0.2478617740056594,0
100443,0.1869105834563093,0
100444,0.1903334968373916,0
100445,0.5110383593215072,1
100446,0.8230550997645227,1
100447,0.0692930731176558,0
100448,0.3236309246798103,0
100449,0.4477864178796085,0
100450,0.307009690241364,0
100451,0.6534025052936256,1
100452,0.1384725843781019,0
100453,0.4759980152952078,1
100454,0.2053540225078274,0
100455,0.8300796773708029,1
100456,0.8468735877162252,1
100457,0.1695249409510272,0
100458,0.2738921333905365,0
100459,0.5616540861385091,1
100460,0.3208203393948527,0
100461,0.6230261125250854,1
100462,0.5677941847127751,1
100463,0.3734578213693292,0
100464,0.6261685161083782,1
100465,0.4038947059220377,0
100466,0.0822275203847577,0
100467,0.3439887499386972,0
100468,0.1045352044133319,0
100469,0.0911488981214464,0
100470,0.2450655816718681,0
100471,0.614578074784896,1
100472,0.5687921253908339,1
100473,0.3780633201021134,0
100474,0.6410275632079536,1
